"IDSCENARIOS","IDYEARS","REGION_4LETTER","POPULATION","GDP_GUSD2017_PPP","CO2 Mt CO2/yr","CH4 kt/yr","PM25_TOTAL","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Long-term Climate Action",2080,"UKRA",29993600,1678.68,-3952.654,314602.344,6.327,2.557,3.354,2483,2852
"Long-term Climate Action",2080,"UNKI",77224100,8324.15,-3952.654,314602.344,4.129,2.052,2.106,1984,6414
"Long-term Climate Action",2080,"URUG",2841700,177.835,-3952.654,314602.344,4.504,2.638,0.145,88,166
"Long-term Climate Action",2080,"USAM",404260600,44323.2,-3952.654,314602.344,6.232,3.389,1.136,22611,47927
"Long-term Climate Action",2080,"UZBE",51695400,2013.98,-3952.654,314602.344,16.357,3.825,2.903,504,504
"Long-term Climate Action",2080,"VENE",NA,NA,-3952.654,314602.344,7.742,3.993,0.079,382,711
"Long-term Climate Action",2080,"VIET",100773000,6296.42,-3952.654,314602.344,11.305,9.367,2.358,3976,4947
"Long-term Climate Action",2080,"WAFR",1003776900,16836.941,-3952.654,314602.344,29.461,6.036,0.217,1818,6808
"Baseline",2090,"AFGH",104968900,3506.2,34745.831,469329.065,66.035,48.513,2.099,1155,1231
"Baseline",2090,"ALBA",1552900,119.398,34745.831,469329.065,9.081,4.596,0.4,561,578
"Baseline",2090,"ARGE",49413400,4024.78,34745.831,469329.065,6.379,3.27,0.309,2351,3275
"Baseline",2090,"ARME",2175400,171.409,34745.831,469329.065,10.146,3.162,0.182,19,21
"Baseline",2090,"AUST",8969100,988.342,34745.831,469329.065,4.269,1.492,0.996,586,1369
"Baseline",2090,"AUTR",35026800,4786.71,34745.831,469329.065,2.904,1.096,0,2722,5789
"Baseline",2090,"AZER",10059100,586.609,34745.831,469329.065,15.5,2.537,0.901,187,-386
"Baseline",2090,"BANG",180753900,11037.7,34745.831,469329.065,74.01,42.533,1.668,551,987
"Baseline",2090,"BELA",7570700,432.236,34745.831,469329.065,4.595,1.653,0.749,147,145
"Baseline",2090,"BELG",12742300,1223.75,34745.831,469329.065,5.366,1.975,1.445,933,887
"Baseline",2090,"BHUT",725800,41.656,34745.831,469329.065,7.173,3.126,0.18,38,43
"Baseline",2090,"BOHE",1835800,93.325,34745.831,469329.065,6.633,3.026,1.531,860,884
"Baseline",2090,"BOLV",16713300,862.098,34745.831,469329.065,8.095,3.416,0.004,161,228
"Baseline",2090,"BRAZ",193427100,16329,34745.831,469329.065,15.407,12.407,4.146,19706,24551
"Baseline",2090,"BRUN",536100,50.618,34745.831,469329.065,3.188,1.616,0.004,44,46
"Baseline",2090,"BULG",4373100,408.458,34745.831,469329.065,6.523,2.555,1.337,502,-106
"Baseline",2090,"CAMB",19436100,1295.88,34745.831,469329.065,8.898,3.353,0.12,517,628
"Baseline",2090,"CANA",44839700,5507.46,34745.831,469329.065,7.109,4.41,0.157,5765,8512
"Baseline",2090,"CARB",45771700,3335.438,34745.831,469329.065,6.777,3.585,0.148,643,1035
"Baseline",2090,"CEAM",65539700,4007.527,34745.831,469329.065,7.553,5.08,0.011,896,1372
"Baseline",2090,"CHIL",17592400,1469.98,34745.831,469329.065,17.277,17.105,0.233,1879,2897
"Baseline",2090,"CHIN",893942400,70825.94,34745.831,469329.065,17.707,14.311,10.228,128688,151800
"Baseline",2090,"COLO",52086900,4349.96,34745.831,469329.065,8.88,6.864,0.02,2194,2356
"Baseline",2090,"CROA",2798400,218.153,34745.831,469329.065,5.154,1.06,1.092,189,248
"Baseline",2090,"CYPR",1390700,128.116,34745.831,469329.065,8.598,0.67,0.002,50,189
"Baseline",2090,"CZRE",9230300,856.908,34745.831,469329.065,4.163,1.269,1.575,837,1625
"Baseline",2090,"DENM",6577200,726.817,34745.831,469329.065,3.869,1.03,0.472,756,1402
"Baseline",2090,"EAFR",716447200,15817.821,34745.831,469329.065,27.709,8.031,0.432,4901,8918
"Baseline",2090,"ECUA",21174300,1077.36,34745.831,469329.065,6.676,4.555,0.007,1277,1426
"Baseline",2090,"EGYP",199496200,20387.6,34745.831,469329.065,49.707,24.427,2.333,1334,3858
"Baseline",2090,"ESTO",1067500,87.313,34745.831,469329.065,2.94,0.733,0.058,80,322
"Baseline",2090,"FINL",5488200,557.168,34745.831,469329.065,2.309,0.61,0.084,404,-3255
"Baseline",2090,"FRAN",72352700,6788.98,34745.831,469329.065,5.256,2.95,4.235,4241,7200
"Baseline",2090,"GEOR",2167600,197.699,34745.831,469329.065,9.387,3.626,0.226,130,176
"Baseline",2090,"GERM",75646900,8099.74,34745.831,469329.065,4.101,1.926,6.316,3216,-21551
"Baseline",2090,"GREE",8668500,725.539,34745.831,469329.065,8.701,3.218,0.456,343,1901
"Baseline",2090,"HUNG",7125700,614.548,34745.831,469329.065,5.738,2.068,2.385,647,696
"Baseline",2090,"ICEL",450400,54.676,34745.831,469329.065,3.024,1.669,0.022,51,71
"Baseline",2090,"INDI",1468261300,80114.6,34745.831,469329.065,62.772,44.671,45.735,118704,270304
"Baseline",2090,"INDO",286517000,16623.8,34745.831,469329.065,20.355,19.747,1.572,5917,7616
"Baseline",2090,"IRAN",94618500,3741.6,34745.831,469329.065,72.175,37.789,4.732,5793,6960
"Baseline",2090,"IREL",6617400,1786.1,34745.831,469329.065,3.021,0.865,0.192,688,1525
"Baseline",2090,"ISRA",17963300,2081.99,34745.831,469329.065,33.006,14.616,0.747,976,1445
"Baseline",2090,"ITAL",49440900,4558.57,34745.831,469329.065,6.976,3.201,2.287,1828,4169
"Baseline",2090,"JAPA",80412200,7593.82,34745.831,469329.065,5.848,3.34,0.07,6686,17065
"Baseline",2090,"KAZA",24902200,1957.78,34745.831,469329.065,13.917,4.664,0.81,378,-2187
"Baseline",2090,"KENY",99692600,3886.4,34745.831,469329.065,15.406,11.103,0.392,1416,2123
"Baseline",2090,"KORN",NA,NA,34745.831,469329.065,11.183,4.499,0.982,31,45
"Baseline",2090,"KORS",30747900,2919.65,34745.831,469329.065,28.616,20.449,1.553,5088,16445
"Baseline",2090,"KYRG",10067400,317.334,34745.831,469329.065,10.962,3.861,0.777,39,35
"Baseline",2090,"LAOS",8927900,512.492,34745.831,469329.065,7.362,1.171,0.204,354,373
"Baseline",2090,"LATV",1152400,103.925,34745.831,469329.065,3.193,0.655,0.16,82,85
"Baseline",2090,"LITH",1620300,145.458,34745.831,469329.065,3.662,0.994,0.601,552,-1007
"Baseline",2090,"LUXE",813000,124.447,34745.831,469329.065,3.65,0.694,0.04,55,183
"Baseline",2090,"MACE",1777000,143.075,34745.831,469329.065,7.336,3.293,0.236,489,532
"Baseline",2090,"MALA",41311900,3266.09,34745.831,469329.065,12.551,11.331,3.461,1165,1901
"Baseline",2090,"MALT",443200,58.661,34745.831,469329.065,12.816,1.621,0,21,19
"Baseline",2090,"MEXI",148889300,10344.9,34745.831,469329.065,16.816,13.926,0.081,8830,11254
"Baseline",2090,"MIDE",258396000,13969.474,34745.831,469329.065,44.556,13.348,5.082,6579,7518
"Baseline",2090,"MOLD",1886400,109.999,34745.831,469329.065,5.335,0.848,0.103,223,556
"Baseline",2090,"MONG",5359900,332.772,34745.831,469329.065,22.524,14.533,0.071,382,412
"Baseline",2090,"MONT",558800,33.192,34745.831,469329.065,5.225,1.335,0.051,282,300
"Baseline",2090,"MYAN",48914400,1470.83,34745.831,469329.065,8.154,3.542,0.143,350,493
"Baseline",2090,"NAFR",131714000,7217.907,34745.831,469329.065,28.133,13.226,0.435,1820,3046
"Baseline",2090,"NEPA",33523100,1629.47,34745.831,469329.065,80.932,60.853,1.937,888,948
"Baseline",2090,"NETH",17760700,1891.43,34745.831,469329.065,5.366,1.705,1.32,1502,2798
"Baseline",2090,"NIGE",660151900,17947.7,34745.831,469329.065,37.634,11.681,1.229,2440,6747
"Baseline",2090,"NORW",6639600,853.153,34745.831,469329.065,2.462,0.909,0.063,1434,1502
"Baseline",2090,"NZEL",6102300,639.789,34745.831,469329.065,2.132,0.735,0,593,711
"Baseline",2090,"PAKI",482800300,22896.3,34745.831,469329.065,119.334,91.092,15.88,3008,23983
"Baseline",2090,"PARA",8659700,522.176,34745.831,469329.065,11.239,3.84,0.015,211,302
"Baseline",2090,"PERU",37644200,2273.05,34745.831,469329.065,20.213,12.599,0.23,724,1108
"Baseline",2090,"PHIL",166372400,8575.76,34745.831,469329.065,9.94,9.295,0.131,2188,2561
"Baseline",2090,"POLA",28760500,2548.62,34745.831,469329.065,4.648,2.217,5.135,3278,462
"Baseline",2090,"PORT",8786900,814.872,34745.831,469329.065,5.172,1.551,0.056,347,713
"Baseline",2090,"ROMA",11881700,1119.44,34745.831,469329.065,6.074,2.752,3.035,1550,625
"Baseline",2090,"RSAF",314790600,8308.372,34745.831,469329.065,18.257,10.089,1.107,2663,4347
"Baseline",2090,"RUSS",128543700,11380.7,34745.831,469329.065,6.806,3.265,2.982,3270,-8526
"Baseline",2090,"SAAR",49475800,4935.7,34745.831,469329.065,61.429,7.78,1.631,5518,5727
"Baseline",2090,"SAFR",61938100,4484.01,34745.831,469329.065,231.905,228.029,3.824,11309,14727
"Baseline",2090,"SERB",5834000,480.399,34745.831,469329.065,8.148,4.274,3.789,776,775
"Baseline",2090,"SING",5975100,752.979,34745.831,469329.065,18.573,10.85,0.243,636,11118
"Baseline",2090,"SKRE",4422900,383.048,34745.831,469329.065,4.658,1.048,0.851,344,433
"Baseline",2090,"SLOV",1847800,158.815,34745.831,469329.065,4.746,1.308,0.264,136,-160
"Baseline",2090,"SPAI",47666300,4757.45,34745.831,469329.065,6.078,2.37,0.776,2641,4568
"Baseline",2090,"SRIL",21058200,1219.14,34745.831,469329.065,15.266,11.671,0.023,309,407
"Baseline",2090,"SWED",13179000,1406.92,34745.831,469329.065,3.062,0.928,0.313,483,-662
"Baseline",2090,"SWIT",10387700,1128.67,34745.831,469329.065,4.594,2.568,0.376,1460,-143
"Baseline",2090,"TAIW",NA,NA,34745.831,469329.065,24.045,21.897,0.054,3337,18734
"Baseline",2090,"TAJI",16962400,505.098,34745.831,469329.065,20.102,3.754,0.461,46,46
"Baseline",2090,"TANZ",189580400,4859.53,34745.831,469329.065,13.804,9.69,0.479,1375,2374
"Baseline",2090,"THAI",50066600,3303.39,34745.831,469329.065,12.166,9.219,1.087,4665,5617
"Baseline",2090,"TKME",9180900,330.619,34745.831,469329.065,27.593,2.648,0.255,29,-31
"Baseline",2090,"TURK",87807500,8616.89,34745.831,469329.065,14.226,9.477,3.825,16307,16964
"Baseline",2090,"UKRA",28579200,1923.03,34745.831,469329.065,6.622,2.767,3.841,1446,1846
"Baseline",2090,"UNKI",77728400,9240.1,34745.831,469329.065,4.186,2.146,2.309,2021,6721
"Baseline",2090,"URUG",2653600,184.06,34745.831,469329.065,6.368,3.751,0.178,153,240
"Baseline",2090,"USAM",406645200,47931.4,34745.831,469329.065,6.443,3.58,1.147,40489,59246
"Baseline",2090,"UZBE",51850500,2455.8,34745.831,469329.065,17.5,5.034,3.302,676,635
"Baseline",2090,"VENE",NA,NA,34745.831,469329.065,12.151,8.36,0.194,1463,1379
"Baseline",2090,"VIET",96590100,6839.04,34745.831,469329.065,19.988,17.65,3.95,8174,9197
"Baseline",2090,"WAFR",1066057200,24219.199,34745.831,469329.065,35.497,11.615,0.391,4590,10082
"Delayed Action",2090,"AFGH",104968900,3506.2,-2678,130053.624,31.773,15.812,0.442,NA,NA
"Delayed Action",2090,"ALBA",1552900,119.398,-2678,130053.624,6.176,2.426,0.123,NA,NA
"Delayed Action",2090,"ARGE",49413400,4024.78,-2678,130053.624,3.894,1.57,0.083,NA,NA
"Delayed Action",2090,"ARME",2175400,171.409,-2678,130053.624,7.402,1.33,0.06,NA,NA
"Delayed Action",2090,"AUST",8969100,988.342,-2678,130053.624,3.188,1.235,0.605,NA,NA
"Delayed Action",2090,"AUTR",35026800,4786.71,-2678,130053.624,2.42,0.612,0,NA,NA
"Delayed Action",2090,"AZER",10059100,586.609,-2678,130053.624,13.339,0.965,0.337,NA,NA
"Delayed Action",2090,"BANG",180753900,11037.7,-2678,130053.624,23.12,12.127,0.377,NA,NA
"Delayed Action",2090,"BELA",7570700,432.236,-2678,130053.624,2.654,0.63,0.266,NA,NA
"Delayed Action",2090,"BELG",12742300,1223.75,-2678,130053.624,3.664,1.101,0.653,NA,NA
"Delayed Action",2090,"BHUT",725800,41.656,-2678,130053.624,3.423,1.474,0.048,NA,NA
"Delayed Action",2090,"BOHE",1835800,93.325,-2678,130053.624,3.862,1.384,0.418,NA,NA
"Delayed Action",2090,"BOLV",16713300,862.098,-2678,130053.624,5.962,1.425,0.001,NA,NA
"Delayed Action",2090,"BRAZ",193427100,16329,-2678,130053.624,5.412,2.414,0.32,NA,NA
"Delayed Action",2090,"BRUN",536100,50.618,-2678,130053.624,2.048,0.689,0.001,NA,NA
"Delayed Action",2090,"BULG",4373100,408.458,-2678,130053.624,3.686,0.956,0.306,NA,NA
"Delayed Action",2090,"CAMB",19436100,1295.88,-2678,130053.624,4.402,1.046,0.037,NA,NA
"Delayed Action",2090,"CANA",44839700,5507.46,-2678,130053.624,3.937,1.821,0.078,NA,NA
"Delayed Action",2090,"CARB",45771700,3335.438,-2678,130053.624,4.491,1.309,0.039,NA,NA
"Delayed Action",2090,"CEAM",65539700,4007.527,-2678,130053.624,4.286,1.858,0.004,NA,NA
"Delayed Action",2090,"CHIL",17592400,1469.98,-2678,130053.624,4.598,4.471,0.068,NA,NA
"Delayed Action",2090,"CHIN",893942400,70825.94,-2678,130053.624,9.248,6.066,3.712,NA,NA
"Delayed Action",2090,"COLO",52086900,4349.96,-2678,130053.624,5.56,3.667,0.006,NA,NA
"Delayed Action",2090,"CROA",2798400,218.153,-2678,130053.624,3.152,0.476,0.306,NA,NA
"Delayed Action",2090,"CYPR",1390700,128.116,-2678,130053.624,7.584,0.421,0.001,NA,NA
"Delayed Action",2090,"CZRE",9230300,856.908,-2678,130053.624,2.428,0.621,0.654,NA,NA
"Delayed Action",2090,"DENM",6577200,726.817,-2678,130053.624,2.515,0.437,0.14,NA,NA
"Delayed Action",2090,"EAFR",716447200,15817.821,-2678,130053.624,21.965,3.145,0.117,NA,NA
"Delayed Action",2090,"ECUA",21174300,1077.36,-2678,130053.624,4.068,2.034,0.003,NA,NA
"Delayed Action",2090,"EGYP",199496200,20387.6,-2678,130053.624,29.872,5.411,0.549,NA,NA
"Delayed Action",2090,"ESTO",1067500,87.313,-2678,130053.624,2.164,0.493,0.017,NA,NA
"Delayed Action",2090,"FINL",5488200,557.168,-2678,130053.624,1.941,0.497,0.057,NA,NA
"Delayed Action",2090,"FRAN",72352700,6788.98,-2678,130053.624,4.14,2.176,2.057,NA,NA
"Delayed Action",2090,"GEOR",2167600,197.699,-2678,130053.624,6.597,1.624,0.049,NA,NA
"Delayed Action",2090,"GERM",75646900,8099.74,-2678,130053.624,2.855,1.164,3.238,NA,NA
"Delayed Action",2090,"GREE",8668500,725.539,-2678,130053.624,7.092,2.401,0.198,NA,NA
"Delayed Action",2090,"HUNG",7125700,614.548,-2678,130053.624,3.384,1.324,1.049,NA,NA
"Delayed Action",2090,"ICEL",450400,54.676,-2678,130053.624,2.911,1.562,0.022,NA,NA
"Delayed Action",2090,"INDI",1468261300,80114.6,-2678,130053.624,21.492,11.944,13.254,NA,NA
"Delayed Action",2090,"INDO",286517000,16623.8,-2678,130053.624,6.357,5.764,0.362,NA,NA
"Delayed Action",2090,"IRAN",94618500,3741.6,-2678,130053.624,41.54,8.089,0.621,NA,NA
"Delayed Action",2090,"IREL",6617400,1786.1,-2678,130053.624,2.336,0.557,0.069,NA,NA
"Delayed Action",2090,"ISRA",17963300,2081.99,-2678,130053.624,20.674,5.069,0.225,NA,NA
"Delayed Action",2090,"ITAL",49440900,4558.57,-2678,130053.624,5.394,1.833,1.093,NA,NA
"Delayed Action",2090,"JAPA",80412200,7593.82,-2678,130053.624,3.592,1.679,0.03,NA,NA
"Delayed Action",2090,"KAZA",24902200,1957.78,-2678,130053.624,11.258,2.408,0.396,NA,NA
"Delayed Action",2090,"KENY",99692600,3886.4,-2678,130053.624,7.656,3.771,0.095,NA,NA
"Delayed Action",2090,"KORN",NA,NA,-2678,130053.624,4.286,0.916,0.137,NA,NA
"Delayed Action",2090,"KORS",30747900,2919.65,-2678,130053.624,9.811,4.776,0.253,NA,NA
"Delayed Action",2090,"KYRG",10067400,317.334,-2678,130053.624,7.66,1.481,0.28,NA,NA
"Delayed Action",2090,"LAOS",8927900,512.492,-2678,130053.624,4.982,0.253,0.036,NA,NA
"Delayed Action",2090,"LATV",1152400,103.925,-2678,130053.624,2.053,0.34,0.049,NA,NA
"Delayed Action",2090,"LITH",1620300,145.458,-2678,130053.624,2.125,0.377,0.146,NA,NA
"Delayed Action",2090,"LUXE",813000,124.447,-2678,130053.624,2.477,0.513,0.015,NA,NA
"Delayed Action",2090,"MACE",1777000,143.075,-2678,130053.624,4.916,2.2,0.1,NA,NA
"Delayed Action",2090,"MALA",41311900,3266.09,-2678,130053.624,3.942,3.166,1.309,NA,NA
"Delayed Action",2090,"MALT",443200,58.661,-2678,130053.624,11.543,0.716,0,NA,NA
"Delayed Action",2090,"MEXI",148889300,10344.9,-2678,130053.624,7.159,4.332,0.014,NA,NA
"Delayed Action",2090,"MIDE",258396000,13969.474,-2678,130053.624,32.852,3.785,1.207,NA,NA
"Delayed Action",2090,"MOLD",1886400,109.999,-2678,130053.624,3.179,0.392,0.028,NA,NA
"Delayed Action",2090,"MONG",5359900,332.772,-2678,130053.624,10.507,2.536,0.008,NA,NA
"Delayed Action",2090,"MONT",558800,33.192,-2678,130053.624,3.983,0.956,0.029,NA,NA
"Delayed Action",2090,"MYAN",48914400,1470.83,-2678,130053.624,5.268,0.932,0.029,NA,NA
"Delayed Action",2090,"NAFR",131714000,7217.907,-2678,130053.624,18.195,3.355,0.145,NA,NA
"Delayed Action",2090,"NEPA",33523100,1629.47,-2678,130053.624,23.64,16.942,0.558,NA,NA
"Delayed Action",2090,"NETH",17760700,1891.43,-2678,130053.624,4.699,2.398,1.846,NA,NA
"Delayed Action",2090,"NIGE",660151900,17947.7,-2678,130053.624,29.723,4.076,0.322,NA,NA
"Delayed Action",2090,"NORW",6639600,853.153,-2678,130053.624,2.031,0.65,0.028,NA,NA
"Delayed Action",2090,"NZEL",6102300,639.789,-2678,130053.624,1.748,0.351,0,NA,NA
"Delayed Action",2090,"PAKI",482800300,22896.3,-2678,130053.624,42.296,18.971,2.766,NA,NA
"Delayed Action",2090,"PARA",8659700,522.176,-2678,130053.624,6.423,1.415,0.005,NA,NA
"Delayed Action",2090,"PERU",37644200,2273.05,-2678,130053.624,12.771,5.297,0.063,NA,NA
"Delayed Action",2090,"PHIL",166372400,8575.76,-2678,130053.624,2.637,1.994,0.023,NA,NA
"Delayed Action",2090,"POLA",28760500,2548.62,-2678,130053.624,2.698,1.081,1.796,NA,NA
"Delayed Action",2090,"PORT",8786900,814.872,-2678,130053.624,4.183,0.794,0.024,NA,NA
"Delayed Action",2090,"ROMA",11881700,1119.44,-2678,130053.624,3.566,1.285,0.673,NA,NA
"Delayed Action",2090,"RSAF",314790600,8308.372,-2678,130053.624,7.765,2.868,0.192,NA,NA
"Delayed Action",2090,"RUSS",128543700,11380.7,-2678,130053.624,4.442,1.192,0.756,NA,NA
"Delayed Action",2090,"SAAR",49475800,4935.7,-2678,130053.624,52.167,1.221,0.201,NA,NA
"Delayed Action",2090,"SAFR",61938100,4484.01,-2678,130053.624,8.033,4.809,0.091,NA,NA
"Delayed Action",2090,"SERB",5834000,480.399,-2678,130053.624,3.957,1.536,0.753,NA,NA
"Delayed Action",2090,"SING",5975100,752.979,-2678,130053.624,7.963,3.159,0.072,NA,NA
"Delayed Action",2090,"SKRE",4422900,383.048,-2678,130053.624,2.514,0.456,0.276,NA,NA
"Delayed Action",2090,"SLOV",1847800,158.815,-2678,130053.624,3.077,0.713,0.104,NA,NA
"Delayed Action",2090,"SPAI",47666300,4757.45,-2678,130053.624,5.078,1.494,0.386,NA,NA
"Delayed Action",2090,"SRIL",21058200,1219.14,-2678,130053.624,4.257,2.557,0.006,NA,NA
"Delayed Action",2090,"SWED",13179000,1406.92,-2678,130053.624,2.677,1.039,0.388,NA,NA
"Delayed Action",2090,"SWIT",10387700,1128.67,-2678,130053.624,4.217,2.744,0.542,NA,NA
"Delayed Action",2090,"TAIW",NA,NA,-2678,130053.624,9.927,8.134,0.018,NA,NA
"Delayed Action",2090,"TAJI",16962400,505.098,-2678,130053.624,16.548,1.252,0.188,NA,NA
"Delayed Action",2090,"TANZ",189580400,4859.53,-2678,130053.624,7.816,4.304,0.118,NA,NA
"Delayed Action",2090,"THAI",50066600,3303.39,-2678,130053.624,4.244,2.094,0.232,NA,NA
"Delayed Action",2090,"TKME",9180900,330.619,-2678,130053.624,25.179,0.656,0.049,NA,NA
"Delayed Action",2090,"TURK",87807500,8616.89,-2678,130053.624,8.751,4.331,1.39,NA,NA
"Delayed Action",2090,"UKRA",28579200,1923.03,-2678,130053.624,3.909,0.933,1.092,NA,NA
"Delayed Action",2090,"UNKI",77728400,9240.1,-2678,130053.624,2.871,1.186,0.818,NA,NA
"Delayed Action",2090,"URUG",2653600,184.06,-2678,130053.624,3.067,1.398,0.041,NA,NA
"Delayed Action",2090,"USAM",406645200,47931.4,-2678,130053.624,4.711,1.966,0.509,NA,NA
"Delayed Action",2090,"UZBE",51850500,2455.8,-2678,130053.624,14.247,2.565,1.283,NA,NA
"Delayed Action",2090,"VENE",NA,NA,-2678,130053.624,6.968,3.263,0.078,NA,NA
"Delayed Action",2090,"VIET",96590100,6839.04,-2678,130053.624,5.518,4.057,0.636,NA,NA
"Delayed Action",2090,"WAFR",1066057200,24219.199,-2678,130053.624,27.355,4.096,0.088,NA,NA
"Integrated Action",2090,"AFGH",104968900,3506.2,-5818.776,129950.921,23.748,7.826,0.244,1122,2270
"Integrated Action",2090,"ALBA",1552900,119.398,-5818.776,129950.921,5.787,2.34,0.108,297,497
"Integrated Action",2090,"ARGE",49413400,4024.78,-5818.776,129950.921,3.392,1.281,0.073,2169,17960
"Integrated Action",2090,"ARME",2175400,171.409,-5818.776,129950.921,6.97,1.006,0.058,68,267
"Integrated Action",2090,"AUST",8969100,988.342,-5818.776,129950.921,3.169,1.261,0.611,591,803
"Integrated Action",2090,"AUTR",35026800,4786.71,-5818.776,129950.921,2.185,0.595,0,3014,7554
"Integrated Action",2090,"AZER",10059100,586.609,-5818.776,129950.921,13.247,0.887,0.334,416,1405
"Integrated Action",2090,"BANG",180753900,11037.7,-5818.776,129950.921,21.232,11.43,0.34,2450,16598
"Integrated Action",2090,"BELA",7570700,432.236,-5818.776,129950.921,2.853,0.821,0.293,644,2330
"Integrated Action",2090,"BELG",12742300,1223.75,-5818.776,129950.921,3.484,1.13,0.671,813,-173
"Integrated Action",2090,"BHUT",725800,41.656,-5818.776,129950.921,2.084,0.334,0.009,78,239
"Integrated Action",2090,"BOHE",1835800,93.325,-5818.776,129950.921,3.726,1.314,0.35,447,542
"Integrated Action",2090,"BOLV",16713300,862.098,-5818.776,129950.921,5.368,1.096,0.001,453,997
"Integrated Action",2090,"BRAZ",193427100,16329,-5818.776,129950.921,4.845,2.104,0.3,10961,90167
"Integrated Action",2090,"BRUN",536100,50.618,-5818.776,129950.921,1.826,0.592,0.001,91,708
"Integrated Action",2090,"BULG",4373100,408.458,-5818.776,129950.921,3.488,0.867,0.303,332,-962
"Integrated Action",2090,"CAMB",19436100,1295.88,-5818.776,129950.921,3.31,0.984,0.035,579,993
"Integrated Action",2090,"CANA",44839700,5507.46,-5818.776,129950.921,3.375,1.667,0.076,8830,13052
"Integrated Action",2090,"CARB",45771700,3335.438,-5818.776,129950.921,3.821,0.977,0.025,1384,4881
"Integrated Action",2090,"CEAM",65539700,4007.527,-5818.776,129950.921,3.572,1.395,0.003,1887,12049
"Integrated Action",2090,"CHIL",17592400,1469.98,-5818.776,129950.921,4.121,4.085,0.065,1399,17822
"Integrated Action",2090,"CHIN",893942400,70825.94,-5818.776,129950.921,8.244,5.756,3.583,77283,147915
"Integrated Action",2090,"COLO",52086900,4349.96,-5818.776,129950.921,4.685,2.969,0.006,1898,3113
"Integrated Action",2090,"CROA",2798400,218.153,-5818.776,129950.921,2.949,0.454,0.305,135,140
"Integrated Action",2090,"CYPR",1390700,128.116,-5818.776,129950.921,7.004,0.496,0.001,62,188
"Integrated Action",2090,"CZRE",9230300,856.908,-5818.776,129950.921,2.393,0.609,0.655,544,979
"Integrated Action",2090,"DENM",6577200,726.817,-5818.776,129950.921,2.429,0.46,0.142,306,834
"Integrated Action",2090,"EAFR",716447200,15817.821,-5818.776,129950.921,21.237,2.684,0.097,4120,24079
"Integrated Action",2090,"ECUA",21174300,1077.36,-5818.776,129950.921,3.178,1.295,0.002,1118,3157
"Integrated Action",2090,"EGYP",199496200,20387.6,-5818.776,129950.921,27.401,4.53,0.426,1479,12839
"Integrated Action",2090,"ESTO",1067500,87.313,-5818.776,129950.921,2.049,0.442,0.017,49,267
"Integrated Action",2090,"FINL",5488200,557.168,-5818.776,129950.921,1.943,0.535,0.063,484,-3244
"Integrated Action",2090,"FRAN",72352700,6788.98,-5818.776,129950.921,3.968,2.2,2.139,4989,6298
"Integrated Action",2090,"GEOR",2167600,197.699,-5818.776,129950.921,6.097,1.198,0.05,289,293
"Integrated Action",2090,"GERM",75646900,8099.74,-5818.776,129950.921,2.831,1.193,3.263,3456,-32653
"Integrated Action",2090,"GREE",8668500,725.539,-5818.776,129950.921,6.688,2.524,0.2,679,1585
"Integrated Action",2090,"HUNG",7125700,614.548,-5818.776,129950.921,3.295,1.284,1.059,489,336
"Integrated Action",2090,"ICEL",450400,54.676,-5818.776,129950.921,2.851,1.57,0.022,42,71
"Integrated Action",2090,"INDI",1468261300,80114.6,-5818.776,129950.921,19.877,11.348,12.417,61040,114627
"Integrated Action",2090,"INDO",286517000,16623.8,-5818.776,129950.921,5.816,5.505,0.351,9814,31211
"Integrated Action",2090,"IRAN",94618500,3741.6,-5818.776,129950.921,41.658,8.381,0.613,9178,119087
"Integrated Action",2090,"IREL",6617400,1786.1,-5818.776,129950.921,2.07,0.538,0.071,381,1038
"Integrated Action",2090,"ISRA",17963300,2081.99,-5818.776,129950.921,19.438,4.629,0.198,236,2126
"Integrated Action",2090,"ITAL",49440900,4558.57,-5818.776,129950.921,4.819,1.912,1.135,2324,2096
"Integrated Action",2090,"JAPA",80412200,7593.82,-5818.776,129950.921,2.963,1.661,0.03,6246,16840
"Integrated Action",2090,"KAZA",24902200,1957.78,-5818.776,129950.921,10.92,2.073,0.394,738,3612
"Integrated Action",2090,"KENY",99692600,3886.4,-5818.776,129950.921,6.571,2.78,0.066,1025,5822
"Integrated Action",2090,"KORN",NA,NA,-5818.776,129950.921,3.599,0.85,0.133,421,448
"Integrated Action",2090,"KORS",30747900,2919.65,-5818.776,129950.921,8.121,4.722,0.252,3610,4839
"Integrated Action",2090,"KYRG",10067400,317.334,-5818.776,129950.921,8.561,2.417,0.312,155,383
"Integrated Action",2090,"LAOS",8927900,512.492,-5818.776,129950.921,3.843,0.242,0.035,468,830
"Integrated Action",2090,"LATV",1152400,103.925,-5818.776,129950.921,2.026,0.321,0.05,41,-3
"Integrated Action",2090,"LITH",1620300,145.458,-5818.776,129950.921,2.113,0.365,0.146,290,-2369
"Integrated Action",2090,"LUXE",813000,124.447,-5818.776,129950.921,2.519,0.603,0.017,48,141
"Integrated Action",2090,"MACE",1777000,143.075,-5818.776,129950.921,5.498,2.849,0.096,365,438
"Integrated Action",2090,"MALA",41311900,3266.09,-5818.776,129950.921,3.354,2.945,1.274,2774,16041
