"IDSCENARIOS","IDYEARS","REGION_4LETTER","POPULATION","GDP_GUSD2017_PPP","CO2 Mt CO2/yr","CH4 kt/yr","PM25_TOTAL","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Integrated Action",2025,"MACE",2095400,38.439,43231.15,357446.836,15.383,8.771,0.583,351,366
"Integrated Action",2025,"MALA",34723700,1090.28,43231.15,357446.836,14.064,12.841,4.918,2267,2866
"Integrated Action",2025,"MALT",517400,29.076,43231.15,357446.836,12.102,1.338,0,54,63
"Integrated Action",2025,"MEXI",130410500,2793.85,43231.15,357446.836,12.341,9.285,0.051,5976,7410
"Integrated Action",2025,"MIDE",152517600,2346.779,43231.15,357446.836,37.935,7.932,3.525,4738,3254
"Integrated Action",2025,"MOLD",3054300,37.76,43231.15,357446.836,12.383,5.49,0.371,262,417
"Integrated Action",2025,"MONG",3507600,46.817,43231.15,357446.836,23.683,15.506,0.071,353,379
"Integrated Action",2025,"MONT",648600,15.24,43231.15,357446.836,20.272,14.294,0.508,84,91
"Integrated Action",2025,"MYAN",54951000,238.781,43231.15,357446.836,9.143,4.252,0.194,335,436
"Integrated Action",2025,"NAFR",105405100,1177.352,43231.15,357446.836,24.464,9.343,0.386,1510,162
"Integrated Action",2025,"NEPA",30601000,136.076,43231.15,357446.836,32.466,15.426,0.857,198,237
"Integrated Action",2025,"NETH",17584100,1068.58,43231.15,357446.836,8.898,2.647,2.066,3366,6192
"Integrated Action",2025,"NIGE",232143600,1185.13,43231.15,357446.836,34.32,7.92,0.628,402,2079
"Integrated Action",2025,"NORW",5506800,381.285,43231.15,357446.836,2.913,1.149,0.187,804,1104
"Integrated Action",2025,"NZEL",5180200,242.258,43231.15,357446.836,2.653,1.27,0,841,1195
"Integrated Action",2025,"PAKI",248720000,1360.53,43231.15,357446.836,66.894,39.582,6.825,699,4565
"Integrated Action",2025,"PARA",7002600,103.285,43231.15,357446.836,9.187,3.338,0.022,159,215
"Integrated Action",2025,"PERU",34546700,474.594,43231.15,357446.836,17.245,9.811,0.182,519,832
"Integrated Action",2025,"PHIL",119754000,1173.33,43231.15,357446.836,7.748,7.095,0.196,2198,2480
"Integrated Action",2025,"POLA",39009400,1472.02,43231.15,357446.836,12.021,8.018,11.889,9271,7867
"Integrated Action",2025,"PORT",10195100,392.799,43231.15,357446.836,7.465,3.945,0.106,1261,1765
"Integrated Action",2025,"ROMA",18885400,670.387,43231.15,357446.836,13.577,8.451,5.067,3156,2277
"Integrated Action",2025,"RSAF",142401300,512.403,43231.15,357446.836,10.733,5.151,0.719,664,1464
"Integrated Action",2025,"RUSS",145370500,4161.94,43231.15,357446.836,10.42,6.504,5.793,9150,-26492
"Integrated Action",2025,"SAAR",39222900,1956.32,43231.15,357446.836,56.443,3.563,0.73,3856,2190
"Integrated Action",2025,"SAFR",60830700,831.469,43231.15,357446.836,12.959,9.375,0.729,3432,4661
"Integrated Action",2025,"SERB",7153500,152.122,43231.15,357446.836,17.926,11.324,7.531,1061,1183
"Integrated Action",2025,"SING",6109500,643.993,43231.15,357446.836,15.991,6.889,0.184,1035,5397
"Integrated Action",2025,"SKRE",5501900,189.842,43231.15,357446.836,9,2.638,1.491,674,640
"Integrated Action",2025,"SLOV",2114500,91.752,43231.15,357446.836,12.131,6.361,0.945,543,366
"Integrated Action",2025,"SPAI",47599000,2035.64,43231.15,357446.836,8.052,4.521,1.132,7716,10542
"Integrated Action",2025,"SRIL",22224200,273.455,43231.15,357446.836,11.346,8.238,0.013,157,201
"Integrated Action",2025,"SWED",10571100,596.541,43231.15,357446.836,3.77,1.031,0.447,1323,1159
"Integrated Action",2025,"SWIT",8848800,654.222,43231.15,357446.836,7.076,3.506,0.549,1364,967
"Integrated Action",2025,"TAIW",NA,NA,43231.15,357446.836,18.723,16.356,0.048,3165,10332
"Integrated Action",2025,"TAJI",10416900,48.033,43231.15,357446.836,26.148,9.086,0.986,54,53
"Integrated Action",2025,"TANZ",70253800,209.587,43231.15,357446.836,10.059,6.148,0.456,316,784
"Integrated Action",2025,"THAI",72034100,1371.85,43231.15,357446.836,10.724,7.44,1.475,4950,5413
"Integrated Action",2025,"TKME",6714300,107.274,43231.15,357446.836,30.142,4.518,0.434,28,-291
"Integrated Action",2025,"TURK",87083200,3122.89,43231.15,357446.836,18.111,13.156,7.365,7458,8143
"Integrated Action",2025,"UKRA",36386400,426.261,43231.15,357446.836,9.831,4.802,7.142,2147,2078
"Integrated Action",2025,"UNKI",67842400,3262.8,43231.15,357446.836,5.944,3.332,4.013,8223,13318
"Integrated Action",2025,"URUG",3410900,89.715,43231.15,357446.836,5.021,3.017,0.185,111,155
"Integrated Action",2025,"USAM",342011000,23076.2,43231.15,357446.836,7.903,5.01,1.671,82449,83463
"Integrated Action",2025,"UZBE",36056800,337.873,43231.15,357446.836,22.293,7.611,4.559,407,142
"Integrated Action",2025,"VENE",NA,NA,43231.15,357446.836,9.26,5.465,0.147,981,865
"Integrated Action",2025,"VIET",99806700,1325.58,43231.15,357446.836,16.929,13.726,3.225,4518,4977
"Integrated Action",2025,"WAFR",397473000,1182.728,43231.15,357446.836,31.397,7.505,0.352,1126,3882
"Long-term Climate Action",2025,"AFGH",44165100,65.664,43231.15,357321.84,45.911,27.589,1.361,65,93
"Long-term Climate Action",2025,"ALBA",2792900,48.827,43231.15,357321.84,16.756,9.973,0.492,245,259
"Long-term Climate Action",2025,"ARGE",46046200,1025.84,43231.15,357321.84,5.377,2.71,0.306,1810,2334
"Long-term Climate Action",2025,"ARME",2762000,52.434,43231.15,357321.84,18.548,11.071,0.452,31,33
"Long-term Climate Action",2025,"AUST",9044800,514.16,43231.15,357321.84,7.803,3.19,2.305,2115,3010
"Long-term Climate Action",2025,"AUTR",26566300,1443.22,43231.15,357321.84,3.95,2.138,0,6315,10391
"Long-term Climate Action",2025,"AZER",10492200,164.983,43231.15,357321.84,18.335,4.562,1.208,440,-2565
"Long-term Climate Action",2025,"BANG",175528000,1371.5,43231.15,357321.84,60.087,35.082,1.459,292,618
"Long-term Climate Action",2025,"BELA",9393600,184.177,43231.15,357321.84,8.245,3.701,1.406,535,488
"Long-term Climate Action",2025,"BELG",11693100,648.597,43231.15,357321.84,9.194,3.271,2.554,2678,3751
"Long-term Climate Action",2025,"BHUT",797700,9.655,43231.15,357321.84,5.168,1.551,0.081,12,15
"Long-term Climate Action",2025,"BOHE",3180800,58.941,43231.15,357321.84,20.6,15.447,7.53,658,721
"Long-term Climate Action",2025,"BOLV",12619900,106.494,43231.15,357321.84,7.237,2.461,0.004,169,201
"Long-term Climate Action",2025,"BRAZ",217562000,3480.58,43231.15,357321.84,9.129,6.078,1.32,12932,16278
"Long-term Climate Action",2025,"BRUN",461300,27.824,43231.15,357321.84,3.819,2.106,0.004,50,46
"Long-term Climate Action",2025,"BULG",6678000,187.916,43231.15,357321.84,12.135,6.493,2.081,1105,720
"Long-term Climate Action",2025,"CAMB",17300400,90.688,43231.15,357321.84,10.069,4.308,0.167,172,229
"Long-term Climate Action",2025,"CANA",38643500,1981.43,43231.15,357321.84,8.35,5.226,0.199,14235,7685
"Long-term Climate Action",2025,"CARB",46078200,642.109,43231.15,357321.84,6.759,3.56,0.138,589,883
"Long-term Climate Action",2025,"CEAM",53169900,650.978,43231.15,357321.84,9.17,6.639,0.022,928,1275
"Long-term Climate Action",2025,"CHIL",19581000,527.728,43231.15,357321.84,13.144,12.981,0.14,1502,2215
"Long-term Climate Action",2025,"CHIN",1433906500,29954.564,43231.15,357321.84,24.056,20.669,18.578,201344,227874
"Long-term Climate Action",2025,"COLO",52418800,856.133,43231.15,357321.84,8.327,6.329,0.025,1711,1789
"Long-term Climate Action",2025,"CROA",3980400,141.742,43231.15,357321.84,12.111,5.259,2.172,631,669
"Long-term Climate Action",2025,"CYPR",1284600,42.901,43231.15,357321.84,10.537,0.911,0.003,137,215
"Long-term Climate Action",2025,"CZRE",10850700,452.933,43231.15,357321.84,10.713,5.5,3.998,2711,3220
"Long-term Climate Action",2025,"DENM",5903400,367.936,43231.15,357321.84,5.911,1.653,0.576,1304,1832
"Long-term Climate Action",2025,"EAFR",317184800,785.992,43231.15,357321.84,26.039,7.496,0.634,1113,3158
"Long-term Climate Action",2025,"ECUA",18413700,205.776,43231.15,357321.84,5.3,3.196,0.007,710,817
"Long-term Climate Action",2025,"EGYP",116005300,1608.55,43231.15,357321.84,35.656,11.382,1.416,975,2558
"Long-term Climate Action",2025,"ESTO",1347600,51.184,43231.15,357321.84,4.652,1.81,0.093,254,352
"Long-term Climate Action",2025,"FINL",5536600,281.888,43231.15,357321.84,3.328,1.296,0.243,1587,252
"Long-term Climate Action",2025,"FRAN",65109800,3207.38,43231.15,357321.84,7.623,4.528,8.147,11192,14138
"Long-term Climate Action",2025,"GEOR",3622000,74.022,43231.15,357321.84,15.172,8.74,0.337,195,210
"Long-term Climate Action",2025,"GERM",83602200,4595.24,43231.15,357321.84,7.264,3.738,14.341,15167,5138
"Long-term Climate Action",2025,"GREE",10364500,355.738,43231.15,357321.84,11.062,4.411,1.057,1320,2789
"Long-term Climate Action",2025,"HUNG",9592200,356.484,43231.15,357321.84,11.772,5.172,3.608,1490,1649
"Long-term Climate Action",2025,"ICEL",376500,23.243,43231.15,357321.84,3.46,2.135,0.026,60,73
"Long-term Climate Action",2025,"INDI",1445479600,11813.6,43231.15,357321.84,46.44,33.407,39.466,39411,59656
"Long-term Climate Action",2025,"INDO",280692700,3967.11,43231.15,357321.84,19.822,19.223,2.018,9572,9950
"Long-term Climate Action",2025,"IRAN",90692700,1473.82,43231.15,357321.84,56.443,21.599,2.037,4424,4446
"Long-term Climate Action",2025,"IREL",5124500,597.738,43231.15,357321.84,3.758,1.3,0.265,1175,1874
"Long-term Climate Action",2025,"ISRA",9371700,461.237,43231.15,357321.84,28.505,11.519,1.031,1682,1974
"Long-term Climate Action",2025,"ITAL",58929300,2678.69,43231.15,357321.84,12.29,8.146,4.845,9985,14105
"Long-term Climate Action",2025,"JAPA",122472800,5419.11,43231.15,357321.84,6.779,4.308,0.093,16872,31312
"Long-term Climate Action",2025,"KAZA",19790300,582.083,43231.15,357321.84,43.099,33.473,3.912,1700,-11872
"Long-term Climate Action",2025,"KENY",56832600,307.035,43231.15,357321.84,12.11,7.734,0.326,284,627
"Long-term Climate Action",2025,"KORN",NA,NA,43231.15,357321.84,11.672,4.299,0.949,39,53
"Long-term Climate Action",2025,"KORS",51500500,2490.03,43231.15,357321.84,20.157,10.818,0.694,7458,12924
"Long-term Climate Action",2025,"KYRG",6897400,39.495,43231.15,357321.84,18.135,9.44,1.366,45,29
"Long-term Climate Action",2025,"LAOS",7767700,65.644,43231.15,357321.84,8.541,1.569,0.286,129,141
"Long-term Climate Action",2025,"LATV",1836300,64.826,43231.15,357321.84,7.023,3.467,0.259,272,279
"Long-term Climate Action",2025,"LITH",2725200,118.114,43231.15,357321.84,6.805,2.466,0.567,694,-211
"Long-term Climate Action",2025,"LUXE",655300,79.798,43231.15,357321.84,7.109,1.285,0.089,261,382
"Long-term Climate Action",2025,"MACE",2095400,38.439,43231.15,357321.84,15.383,8.771,0.583,351,366
"Long-term Climate Action",2025,"MALA",34723700,1090.28,43231.15,357321.84,14.064,12.841,4.918,2267,2866
"Long-term Climate Action",2025,"MALT",517400,29.076,43231.15,357321.84,12.102,1.338,0,54,63
"Long-term Climate Action",2025,"MEXI",130410500,2793.85,43231.15,357321.84,12.341,9.285,0.051,5976,7410
"Long-term Climate Action",2025,"MIDE",152517600,2346.779,43231.15,357321.84,37.935,7.932,3.525,4738,3254
"Long-term Climate Action",2025,"MOLD",3054300,37.76,43231.15,357321.84,12.383,5.49,0.371,262,417
"Long-term Climate Action",2025,"MONG",3507600,46.817,43231.15,357321.84,23.683,15.506,0.071,353,379
"Long-term Climate Action",2025,"MONT",648600,15.24,43231.15,357321.84,20.272,14.294,0.508,84,91
"Long-term Climate Action",2025,"MYAN",54951000,238.781,43231.15,357321.84,9.143,4.252,0.194,335,436
"Long-term Climate Action",2025,"NAFR",105405100,1177.352,43231.15,357321.84,24.464,9.343,0.386,1510,162
"Long-term Climate Action",2025,"NEPA",30601000,136.076,43231.15,357321.84,32.466,15.426,0.857,198,237
"Long-term Climate Action",2025,"NETH",17584100,1068.58,43231.15,357321.84,8.898,2.647,2.066,3366,6192
"Long-term Climate Action",2025,"NIGE",232143600,1185.13,43231.15,357321.84,34.32,7.92,0.628,402,2079
"Long-term Climate Action",2025,"NORW",5506800,381.285,43231.15,357321.84,2.913,1.149,0.187,804,1104
"Long-term Climate Action",2025,"NZEL",5180200,242.258,43231.15,357321.84,2.653,1.27,0,841,1195
"Long-term Climate Action",2025,"PAKI",248720000,1360.53,43231.15,357321.84,66.894,39.582,6.825,699,4565
"Long-term Climate Action",2025,"PARA",7002600,103.285,43231.15,357321.84,9.187,3.338,0.022,159,215
"Long-term Climate Action",2025,"PERU",34546700,474.594,43231.15,357321.84,17.245,9.811,0.182,519,832
"Long-term Climate Action",2025,"PHIL",119754000,1173.33,43231.15,357321.84,7.748,7.095,0.196,2198,2480
"Long-term Climate Action",2025,"POLA",39009400,1472.02,43231.15,357321.84,12.021,8.018,11.889,9271,7867
"Long-term Climate Action",2025,"PORT",10195100,392.799,43231.15,357321.84,7.465,3.945,0.106,1261,1765
"Long-term Climate Action",2025,"ROMA",18885400,670.387,43231.15,357321.84,13.577,8.451,5.067,3156,2277
"Long-term Climate Action",2025,"RSAF",142401300,512.403,43231.15,357321.84,10.733,5.151,0.719,664,1464
"Long-term Climate Action",2025,"RUSS",145370500,4161.94,43231.15,357321.84,10.42,6.504,5.793,9150,-26492
"Long-term Climate Action",2025,"SAAR",39222900,1956.32,43231.15,357321.84,56.443,3.563,0.73,3856,2190
"Long-term Climate Action",2025,"SAFR",60830700,831.469,43231.15,357321.84,12.959,9.375,0.729,3432,4661
"Long-term Climate Action",2025,"SERB",7153500,152.122,43231.15,357321.84,17.926,11.324,7.531,1061,1183
"Long-term Climate Action",2025,"SING",6109500,643.993,43231.15,357321.84,15.991,6.889,0.184,1035,5397
"Long-term Climate Action",2025,"SKRE",5501900,189.842,43231.15,357321.84,9,2.638,1.491,674,640
"Long-term Climate Action",2025,"SLOV",2114500,91.752,43231.15,357321.84,12.131,6.361,0.945,543,366
"Long-term Climate Action",2025,"SPAI",47599000,2035.64,43231.15,357321.84,8.052,4.521,1.132,7716,10542
"Long-term Climate Action",2025,"SRIL",22224200,273.455,43231.15,357321.84,11.346,8.238,0.013,157,201
"Long-term Climate Action",2025,"SWED",10571100,596.541,43231.15,357321.84,3.77,1.031,0.447,1323,1159
"Long-term Climate Action",2025,"SWIT",8848800,654.222,43231.15,357321.84,7.076,3.506,0.549,1364,967
"Long-term Climate Action",2025,"TAIW",NA,NA,43231.15,357321.84,18.723,16.356,0.048,3165,10332
"Long-term Climate Action",2025,"TAJI",10416900,48.033,43231.15,357321.84,26.148,9.086,0.986,54,53
"Long-term Climate Action",2025,"TANZ",70253800,209.587,43231.15,357321.84,10.059,6.148,0.456,316,784
"Long-term Climate Action",2025,"THAI",72034100,1371.85,43231.15,357321.84,10.724,7.44,1.475,4950,5413
"Long-term Climate Action",2025,"TKME",6714300,107.274,43231.15,357321.84,30.142,4.518,0.434,28,-291
"Long-term Climate Action",2025,"TURK",87083200,3122.89,43231.15,357321.84,18.111,13.156,7.365,7458,8143
"Long-term Climate Action",2025,"UKRA",36386400,426.261,43231.15,357321.84,9.831,4.802,7.142,2147,2078
"Long-term Climate Action",2025,"UNKI",67842400,3262.8,43231.15,357321.84,5.944,3.332,4.013,8223,13318
"Long-term Climate Action",2025,"URUG",3410900,89.715,43231.15,357321.84,5.021,3.017,0.185,111,155
"Long-term Climate Action",2025,"USAM",342011000,23076.2,43231.15,357321.84,7.903,5.01,1.671,82449,83463
"Long-term Climate Action",2025,"UZBE",36056800,337.873,43231.15,357321.84,22.293,7.611,4.559,407,142
"Long-term Climate Action",2025,"VENE",NA,NA,43231.15,357321.84,9.26,5.465,0.147,981,865
"Long-term Climate Action",2025,"VIET",99806700,1325.58,43231.15,357321.84,16.929,13.726,3.225,4518,4977
"Long-term Climate Action",2025,"WAFR",397473000,1182.728,43231.15,357321.84,31.397,7.505,0.352,1126,3882
"Baseline",2030,"AFGH",50402300,101.175,41792.536,367396.612,51.107,33.667,1.513,85,122
"Baseline",2030,"ALBA",2715300,57.908,41792.536,367396.612,16.408,10.163,0.493,370,388
"Baseline",2030,"ARGE",47225800,1161.1,41792.536,367396.612,5.282,2.626,0.3,2265,2819
"Baseline",2030,"ARME",2718900,65.488,41792.536,367396.612,21.118,13.776,0.554,39,40
"Baseline",2030,"AUST",9105700,565.586,41792.536,367396.612,5.998,1.914,1.522,2046,3010
"Baseline",2030,"AUTR",27552500,1644.06,41792.536,367396.612,3.823,2.012,0,5903,9817
"Baseline",2030,"AZER",10728600,186.416,41792.536,367396.612,18.442,4.742,1.136,476,-1919
"Baseline",2030,"BANG",183373400,1926.22,41792.536,367396.612,59.332,34.294,1.335,368,728
"Baseline",2030,"BELA",9216800,191.541,41792.536,367396.612,9.198,4.889,1.533,841,805
"Baseline",2030,"BELG",11812400,703.209,41792.536,367396.612,7.192,2.432,2.041,2314,3616
"Baseline",2030,"BHUT",822600,11.698,41792.536,367396.612,5.391,1.724,0.095,18,21
"Baseline",2030,"BOHE",3062900,68.473,41792.536,367396.612,19.281,14.497,5.245,823,860
"Baseline",2030,"BOLV",13441900,119.463,41792.536,367396.612,7.429,2.697,0.004,266,302
"Baseline",2030,"BRAZ",222220700,3783.4,41792.536,367396.612,9.072,6.035,1.306,14202,17706
"Baseline",2030,"BRUN",480200,32.418,41792.536,367396.612,3.881,2.174,0.004,63,62
"Baseline",2030,"BULG",6423900,215.471,41792.536,367396.612,11.157,5.736,1.632,1016,636
"Baseline",2030,"CAMB",18197900,123.392,41792.536,367396.612,9.815,4.011,0.157,318,402
"Baseline",2030,"CANA",39443000,2199.36,41792.536,367396.612,7.672,4.684,0.181,14088,9992
"Baseline",2030,"CARB",47250800,813.422,41792.536,367396.612,6.853,3.657,0.135,693,1006
"Baseline",2030,"CEAM",56265500,772.731,41792.536,367396.612,9.353,6.844,0.022,1180,1551
"Baseline",2030,"CHIL",19949900,568.14,41792.536,367396.612,13.356,13.193,0.139,1687,2434
"Baseline",2030,"CHIN",1423821100,35963.863,41792.536,367396.612,23.326,19.919,15.636,240094,267581
"Baseline",2030,"COLO",54193500,988.324,41792.536,367396.612,7.758,5.774,0.023,2174,2275
"Baseline",2030,"CROA",3847900,161.027,41792.536,367396.612,10.138,3.866,1.605,586,684
"Baseline",2030,"CYPR",1315700,49.463,41792.536,367396.612,9.678,0.798,0.002,133,224
"Baseline",2030,"CZRE",10712500,491.181,41792.536,367396.612,10.071,5.599,3.613,2590,3197
"Baseline",2030,"DENM",5965500,393.354,41792.536,367396.612,5.078,1.293,0.515,1316,2197
"Baseline",2030,"EAFR",357193500,1060.599,41792.536,367396.612,27.386,8.618,0.685,1441,3688
"Baseline",2030,"ECUA",19312000,235.005,41792.536,367396.612,5.162,3.062,0.005,952,1068
"Baseline",2030,"EGYP",125575300,2138.34,41792.536,367396.612,37.102,12.743,1.475,1227,2928
"Baseline",2030,"ESTO",1312100,60.563,41792.536,367396.612,4.317,1.595,0.08,259,385
"Baseline",2030,"FINL",5514100,303.137,41792.536,367396.612,2.919,0.965,0.183,1396,335
"Baseline",2030,"FRAN",65776100,3465.21,41792.536,367396.612,5.905,3.148,5.923,10759,14228
"Baseline",2030,"GEOR",3467500,96.487,41792.536,367396.612,16.828,10.471,0.375,239,259
"Baseline",2030,"GERM",83018000,4837.51,41792.536,367396.612,5.728,2.644,9.804,12005,1173
"Baseline",2030,"GREE",10207300,393.694,41792.536,367396.612,10.033,3.832,1.193,1415,2478
"Baseline",2030,"HUNG",9414600,405.44,41792.536,367396.612,11.827,5.826,3.785,1544,1722
"Baseline",2030,"ICEL",387100,26.55,41792.536,367396.612,3.245,1.912,0.025,55,69
"Baseline",2030,"INDI",1501725400,15657.5,41792.536,367396.612,46.302,33.421,38.995,63060,85982
"Baseline",2030,"INDO",290581900,4935.46,41792.536,367396.612,20.129,19.529,1.895,10530,12124
"Baseline",2030,"IRAN",94110400,1638.13,41792.536,367396.612,58.981,24.307,2.231,5380,5366
"Baseline",2030,"IREL",5268400,674.637,41792.536,367396.612,3.421,1.085,0.233,1190,1789
"Baseline",2030,"ISRA",10047200,551.876,41792.536,367396.612,28.445,11.311,0.912,1995,2312
"Baseline",2030,"ITAL",58185700,2815.03,41792.536,367396.612,8.843,4.874,3.362,9115,12712
"Baseline",2030,"JAPA",119347800,5635.98,41792.536,367396.612,6.625,4.144,0.095,15666,28387
"Baseline",2030,"KAZA",20637000,668.597,41792.536,367396.612,45.878,36.319,3.993,1771,-9045
"Baseline",2030,"KENY",62459700,399.367,41792.536,367396.612,13.214,8.791,0.36,375,751
"Baseline",2030,"KORN",NA,NA,41792.536,367396.612,12.225,4.903,0.999,39,53
"Baseline",2030,"KORS",50981500,2735.37,41792.536,367396.612,20.722,11.435,0.776,7083,13897
"Baseline",2030,"KYRG",7373000,48.104,41792.536,367396.612,20.303,11.53,1.445,45,32
"Baseline",2030,"LAOS",8216600,81.981,41792.536,367396.612,9.365,2.499,0.454,232,246
"Baseline",2030,"LATV",1735400,70.923,41792.536,367396.612,6.732,3.355,0.262,356,366
"Baseline",2030,"LITH",2584300,134.234,41792.536,367396.612,6.494,2.373,0.532,751,-211
"Baseline",2030,"LUXE",676900,91.69,41792.536,367396.612,5.408,1.012,0.065,201,341
"Baseline",2030,"MACE",2102600,45.577,41792.536,367396.612,14.984,8.709,0.464,331,353
"Baseline",2030,"MALA",36316600,1326.57,41792.536,367396.612,14.707,13.502,4.873,2546,3230
"Baseline",2030,"MALT",521200,34.648,41792.536,367396.612,12.021,1.307,0,48,55
"Baseline",2030,"MEXI",135618600,3194.2,41792.536,367396.612,11.89,8.875,0.046,6768,8287
"Baseline",2030,"MIDE",166711900,2795.583,41792.536,367396.612,38.857,8.777,3.789,6179,4442
"Baseline",2030,"MOLD",2927200,48.153,41792.536,367396.612,14.576,7.888,0.5,426,600
"Baseline",2030,"MONG",3723800,56.334,41792.536,367396.612,26.645,18.491,0.086,457,485
"Baseline",2030,"MONT",641300,17.602,41792.536,367396.612,18.573,13.185,0.176,113,120
"Baseline",2030,"MYAN",56293800,279.238,41792.536,367396.612,8.822,4.002,0.187,485,603
"Baseline",2030,"NAFR",111076000,1334.18,41792.536,367396.612,25.714,10.649,0.408,1913,166
"Baseline",2030,"NEPA",31961500,174.946,41792.536,367396.612,37.308,20.711,1.009,349,393
"Baseline",2030,"NETH",17715800,1169.26,41792.536,367396.612,7.352,2.251,1.798,2867,5158
"Baseline",2030,"NIGE",261136000,1416.12,41792.536,367396.612,35.249,8.948,0.707,551,2390
"Baseline",2030,"NORW",5624600,416.206,41792.536,367396.612,2.603,0.91,0.134,912,1152
"Baseline",2030,"NZEL",5321800,273.848,41792.536,367396.612,2.676,1.291,0,899,1156
"Baseline",2030,"PAKI",273619000,1728.32,41792.536,367396.612,68.222,42.008,7.071,885,4119
"Baseline",2030,"PARA",7423800,122.776,41792.536,367396.612,9.399,3.605,0.022,198,258
"Baseline",2030,"PERU",35994500,551.017,41792.536,367396.612,17.843,10.393,0.177,623,961
"Baseline",2030,"PHIL",128097600,1597.99,41792.536,367396.612,7.846,7.197,0.158,2665,2978
"Baseline",2030,"POLA",38207400,1729.33,41792.536,367396.612,11.411,7.885,11.311,9280,7975
"Baseline",2030,"PORT",10066500,433.691,41792.536,367396.612,6.178,2.723,0.078,1281,1792
"Baseline",2030,"ROMA",18310100,759.427,41792.536,367396.612,13.941,9.098,5.097,3914,3319
"Baseline",2030,"RSAF",160260800,641.697,41792.536,367396.612,11.536,6.041,0.797,829,1707
"Baseline",2030,"RUSS",143399700,4473.88,41792.536,367396.612,9.714,5.824,4.854,9983,-19417
"Baseline",2030,"SAAR",41914700,2422.55,41792.536,367396.612,57.014,4.071,0.819,5058,3092
